quarter,annee,department,departs_confirmes,candidats_en_cours,postes_a_lancer,turnover_month_pct,postes_ouverts_actuels,effectif_actuel
1980Q3,1980,Opérations,16,97,25,4.113333333333333,25,134
1980Q3,1980,R&D,13,88,8,5.486666666666667,21,80
1980Q3,1980,RH,7,49,8,3.91,14,62
1980Q3,1980,Support,6,55,7,2.89,12,73
1980Q3,1980,Ventes,8,55,15,4.763333333333333,25,63
1980Q4,1980,Achats,5,33,9,2.283333333333333,13,73
1980Q4,1980,Administration,10,23,6,3.19,9,102
1980Q4,1980,Finance,13,47,0,6.223333333333334,6,68
1980Q4,1980,IT,5,95,2,3.64,17,50
1980Q4,1980,Juridique,4,47,2,1.78,8,79
1980Q4,1980,Marketing,8,61,3,4.163333333333333,13,68
1980Q4,1980,Opérations,15,112,26,3.9,38,132
1980Q4,1980,R&D,6,100,8,2.5066666666666664,18,85
1980Q4,1980,RH,7,49,1,4.0,9,61
1980Q4,1980,Support,7,51,6,3.323333333333333,13,71
1980Q4,1980,Ventes,16,99,2,9.173333333333334,14,60
1981Q1,1981,Achats,5,53,5,2.236666666666667,11,75
1981Q1,1981,Administration,6,36,3,2.0166666666666666,6,102
1981Q1,1981,Finance,2,21,0,0.9966666666666667,5,67
1981Q1,1981,IT,11,67,8,8.166666666666666,18,46
1981Q1,1981,Juridique,9,39,5,3.986666666666667,10,73
1981Q1,1981,Marketing,10,52,6,5.176666666666667,13,64
1981Q1,1981,Opérations,9,92,9,2.2399999999999998,25,145
1981Q1,1981,R&D,4,77,7,1.6133333333333333,16,90
1981Q1,1981,RH,2,33,0,1.0833333333333333,6,62
1981Q1,1981,Support,7,44,3,3.3733333333333335,8,72
1981Q1,1981,Ventes,9,60,5,5.506666666666667,11,59
1981Q2,1981,Achats,9,36,5,4.223333333333334,11,71
1981Q2,1981,Administration,3,43,9,0.9899999999999999,11,103
1981Q2,1981,Finance,5,27,2,2.583333333333333,5,64
1981Q2,1981,IT,1,68,0,0.6866666666666666,13,50
1981Q2,1981,Juridique,8,38,5,3.8433333333333337,10,70
1981Q2,1981,Marketing,6,65,14,3.22,18,67
1981Q2,1981,Opérations,23,85,1,5.636666666666667,12,136
1981Q2,1981,R&D,7,72,1,2.6833333333333336,11,89
1981Q2,1981,RH,7,20,3,3.983333333333333,7,57
1981Q2,1981,Support,5,70,22,2.3966666666666665,23,74
1981Q2,1981,Ventes,12,81,24,7.403333333333333,26,56
1981Q3,1981,Achats,7,32,7,3.42,13,69
1981Q3,1981,Administration,5,32,3,1.62,9,103
1981Q3,1981,Finance,6,14,6,3.28,9,60
1981Q3,1981,IT,10,43,17,7.22,25,45
1981Q3,1981,Juridique,1,28,1,0.45999999999999996,6,74
1981Q3,1981,Marketing,5,64,3,2.51,12,71
1981Q3,1981,Opérations,11,63,7,2.7733333333333334,10,134
1981Q3,1981,R&D,11,71,13,4.323333333333333,17,85
1981Q3,1981,RH,2,18,0,1.1933333333333334,4,58
1981Q3,1981,Support,11,104,31,5.216666666666666,39,78
1981Q3,1981,Ventes,8,88,0,4.66,15,59
1981Q4,1981,Achats,7,39,0,3.42,6,69
1981Q4,1981,Administration,7,39,3,2.3166666666666664,7,101
1981Q4,1981,Finance,4,36,2,2.276666666666667,8,59
1981Q4,1981,IT,4,89,6,2.9166666666666665,21,51
1981Q4,1981,Juridique,3,21,4,1.3766666666666667,6,75
1981Q4,1981,Marketing,12,48,7,5.946666666666666,13,65
1981Q4,1981,Opérations,18,54,34,4.793333333333333,31,129
1981Q4,1981,R&D,11,57,9,4.513333333333333,19,81
1981Q4,1981,RH,9,14,4,5.616666666666667,6,51
1981Q4,1981,Support,7,146,7,2.893333333333333,22,95
1981Q4,1981,Ventes,12,54,1,7.4366666666666665,10,53
1982Q1,1982,Achats,7,25,6,3.5533333333333332,10,64
1982Q1,1982,Administration,9,27,12,3.0799999999999996,15,96
1982Q1,1982,Finance,3,33,4,1.72,8,60
1982Q1,1982,IT,6,80,34,4.046666666666667,41,59
1982Q1,1982,Juridique,2,24,6,0.8833333333333333,9,76
1982Q1,1982,Marketing,6,53,4,3.17,10,66
1982Q1,1982,Opérations,25,113,7,6.91,20,122
1982Q1,1982,R&D,10,66,2,4.233333333333333,13,79
1982Q1,1982,RH,6,18,0,4.11,5,46
1982Q1,1982,Support,16,70,7,5.946666666666666,16,92
1982Q1,1982,Ventes,5,43,9,3.2866666666666666,13,54
1982Q2,1982,Achats,2,46,6,1.0533333333333335,10,68
1982Q2,1982,Administration,8,55,3,2.7900000000000005,11,95
1982Q2,1982,Finance,4,41,14,2.2399999999999998,17,61
1982Q2,1982,IT,13,142,0,7.763333333333333,23,64
1982Q2,1982,Juridique,6,35,7,2.72,11,75
1982Q2,1982,Marketing,10,34,3,5.346666666666667,8,61
1982Q2,1982,Opérations,13,75,3,3.703333333333333,11,121
1982Q2,1982,R&D,6,79,10,2.5966666666666667,15,81
1982Q2,1982,RH,1,31,6,0.7233333333333333,8,48
1982Q2,1982,Support,10,67,21,3.72,27,92
1982Q2,1982,Ventes,6,77,19,3.9233333333333333,22,58
1982Q3,1982,Achats,3,51,11,1.4733333333333334,12,74
1982Q3,1982,Administration,7,44,7,2.516666666666667,12,94
1982Q3,1982,Finance,7,49,2,3.8633333333333333,12,61
1982Q3,1982,IT,11,80,0,6.1499999999999995,15,61
1982Q3,1982,Juridique,3,40,3,1.3766666666666667,9,77
1982Q3,1982,Marketing,10,26,2,5.853333333333333,6,55
1982Q3,1982,Opérations,18,30,2,5.346666666666667,7,109
1982Q3,1982,R&D,4,59,3,1.71,12,83
1982Q3,1982,RH,7,42,7,5.166666666666667,9,47
1982Q3,1982,Support,11,81,6,3.983333333333333,18,96
1982Q3,1982,Ventes,10,62,0,6.153333333333333,11,59
1982Q4,1982,Achats,4,72,9,1.8099999999999998,12,79
1982Q4,1982,Administration,6,75,14,2.1766666666666663,16,98
1982Q4,1982,Finance,4,53,10,2.236666666666667,15,64
1982Q4,1982,IT,6,50,1,3.313333333333334,10,61
1982Q4,1982,Juridique,6,39,5,2.6666666666666665,9,76
1982Q4,1982,Marketing,10,27,3,6.573333333333333,6,48
1982Q4,1982,Opérations,12,33,10,3.8466666666666662,11,103
1982Q4,1982,R&D,8,52,3,3.3333333333333335,9,81
1982Q4,1982,RH,6,37,1,4.53,7,44
1982Q4,1982,Support,11,73,4,3.9766666666666666,12,95
1982Q4,1982,Ventes,8,48,5,4.79,9,58
1983Q1,1983,Achats,3,37,7,1.2633333333333334,13,82
1983Q1,1983,Administration,12,68,12,4.266666666666667,20,94
1983Q1,1983,Finance,3,60,3,1.5433333333333332,11,68
1983Q1,1983,IT,7,36,7,4.006666666666667,12,59
1983Q1,1983,Juridique,7,33,4,3.186666666666667,8,74
1983Q1,1983,Marketing,8,26,4,5.913333333333333,6,44
1983Q1,1983,Opérations,11,40,31,3.67,34,100
1983Q1,1983,R&D,11,51,11,4.82,15,75
1983Q1,1983,RH,4,35,9,2.9966666666666666,10,46
1983Q1,1983,Support,12,38,1,4.403333333333333,8,88
1983Q1,1983,Ventes,12,35,5,7.55,8,52
1983Q2,1983,Achats,7,51,10,2.896666666666667,15,83
1983Q2,1983,Administration,15,89,3,5.6933333333333325,14,88
1983Q2,1983,Finance,4,44,2,2.04,9,68
1983Q2,1983,IT,6,40,3,3.5399999999999996,11,57
1983Q2,1983,Juridique,3,35,1,1.383333333333333,5,75
1983Q2,1983,Marketing,4,19,10,3.1366666666666667,14,42
1983Q2,1983,Opérations,7,157,20,2.316666666666667,34,113
1983Q2,1983,R&D,9,56,3,4.116666666666666,12,72
1983Q2,1983,RH,4,38,6,3.033333333333333,11,47
1983Q2,1983,Support,9,67,19,3.5666666666666664,19,87
1983Q2,1983,Ventes,6,45,7,4.04,11,50
1983Q3,1983,Achats,6,66,8,2.546666666666667,17,83
1983Q3,1983,Administration,3,42,5,1.1466666666666667,10,94
1983Q3,1983,Finance,4,34,3,2.013333333333333,6,70
1983Q3,1983,IT,11,81,24,7.003333333333334,29,52
1983Q3,1983,Juridique,7,21,3,3.22,5,71
1983Q3,1983,Marketing,8,47,2,6.596666666666667,9,41
1983Q3,1983,Opérations,11,121,3,3.276666666666667,21,118
1983Q3,1983,R&D,7,48,2,3.36,9,70
1983Q3,1983,RH,7,40,9,5.170000000000001,13,47
1983Q3,1983,Support,11,62,0,4.486666666666667,11,84
1983Q3,1983,Ventes,4,33,4,2.763333333333333,11,50
1983Q4,1983,Achats,10,63,1,4.1866666666666665,10,81
1983Q4,1983,Administration,9,41,8,3.3233333333333337,12,91
1983Q4,1983,Finance,5,21,1,2.4566666666666666,5,67
1983Q4,1983,IT,4,110,4,2.5366666666666666,21,60
1983Q4,1983,Juridique,8,29,4,4.0,8,64
1983Q4,1983,Marketing,4,37,9,3.2433333333333336,14,41
1983Q4,1983,Opérations,11,71,4,3.1733333333333333,13,119
1983Q4,1983,R&D,4,34,2,1.9333333333333333,8,69
1983Q4,1983,RH,6,56,6,4.333333333333333,12,48
1983Q4,1983,Support,9,45,1,3.733333333333333,7,80
1983Q4,1983,Ventes,12,67,39,8.763333333333334,36,52
1984Q1,1984,Achats,5,51,9,2.0766666666666667,14,81
1984Q1,1984,Administration,4,52,8,1.4866666666666666,12,95
1984Q1,1984,Finance,7,31,14,3.6466666666666665,15,64
1984Q1,1984,IT,8,82,17,4.6933333333333325,31,59
1984Q1,1984,Juridique,1,37,5,0.53,8,68
1984Q1,1984,Marketing,2,49,5,1.61,13,45
1984Q1,1984,Opérations,15,43,2,4.476666666666667,10,109
1984Q1,1984,R&D,4,36,3,1.99,8,68
1984Q1,1984,RH,6,46,4,4.346666666666667,10,48
1984Q1,1984,Support,12,27,17,5.383333333333333,21,71
1984Q1,1984,Ventes,17,148,12,12.453333333333333,25,58
1984Q2,1984,Achats,7,49,6,2.936666666666667,12,82
1984Q2,1984,Administration,7,58,7,2.5533333333333332,14,93
1984Q2,1984,Finance,7,62,4,3.7099999999999995,12,64
1984Q2,1984,IT,11,143,17,6.390000000000001,28,68
1984Q2,1984,Juridique,6,31,1,3.08,6,65
1984Q2,1984,Marketing,5,70,16,3.78,20,49
1984Q2,1984,Opérations,12,44,2,3.8666666666666667,8,101
1984Q2,1984,R&D,7,32,4,3.5833333333333335,9,64
1984Q2,1984,RH,4,36,2,2.8033333333333332,7,49
1984Q2,1984,Support,3,90,23,1.4166666666666667,33,79
1984Q2,1984,Ventes,7,98,0,4.420000000000001,14,62
1984Q3,1984,Achats,5,40,3,2.0766666666666667,8,84
1984Q3,1984,Administration,11,61,7,4.126666666666666,13,90
1984Q3,1984,Finance,2,37,4,1.0333333333333334,10,68
1984Q3,1984,IT,7,103,16,3.5,31,74
1984Q3,1984,Juridique,1,32,7,0.5066666666666667,9,68
1984Q3,1984,Marketing,3,86,11,1.9666666666666668,18,59
1984Q3,1984,Opérations,15,69,25,5.283333333333333,23,96
1984Q3,1984,R&D,5,24,3,2.6799999999999997,9,62
1984Q3,1984,RH,6,23,3,4.31,6,47
1984Q3,1984,Support,5,145,31,2.0066666666666664,38,100
1984Q3,1984,Ventes,9,101,32,5.1000000000000005,32,67
1984Q4,1984,Achats,7,32,7,2.8800000000000003,12,80
1984Q4,1984,Administration,4,55,5,1.4533333333333331,10,94
1984Q4,1984,Finance,11,49,9,5.723333333333334,13,63
1984Q4,1984,IT,9,136,20,4.0633333333333335,37,79
1984Q4,1984,Juridique,3,40,10,1.4799999999999998,13,71
1984Q4,1984,Marketing,6,73,9,3.5233333333333334,17,63
1984Q4,1984,Opérations,6,82,8,2.0733333333333333,21,100
1984Q4,1984,R&D,5,67,12,2.75,17,61
1984Q4,1984,RH,3,26,4,2.206666666666667,8,46
1984Q4,1984,Support,7,125,2,2.1366666666666667,16,117
1984Q4,1984,Ventes,10,84,4,5.153333333333333,17,76
1985Q1,1985,Achats,5,36,3,2.14,10,80
1985Q1,1985,Administration,9,38,1,3.3366666666666664,7,89
1985Q1,1985,Finance,2,55,8,1.04,15,67
1985Q1,1985,IT,17,118,1,7.53,22,78
1985Q1,1985,Juridique,4,52,3,1.8866666666666667,10,73
1985Q1,1985,Marketing,3,83,10,1.6133333333333333,15,72
1985Q1,1985,Opérations,12,86,11,4.13,18,102
1985Q1,1985,R&D,6,77,11,3.3033333333333332,19,64
1985Q1,1985,RH,6,33,6,4.5633333333333335,8,46
1985Q1,1985,Support,18,84,10,5.533333333333334,18,107
1985Q1,1985,Ventes,10,61,0,4.586666666666667,10,73
1985Q2,1985,Achats,8,37,0,3.486666666666667,6,76
1985Q2,1985,Administration,4,24,10,1.5366666666666668,13,89
1985Q2,1985,Finance,1,52,6,0.4666666666666666,12,75
1985Q2,1985,IT,7,135,20,3.026666666666667,26,87
1985Q2,1985,Juridique,3,45,6,1.4033333333333333,12,74
1985Q2,1985,Marketing,10,78,12,4.966666666666667,14,75
1985Q2,1985,Opérations,9,77,14,2.9966666666666666,22,103
1985Q2,1985,R&D,4,75,0,2.14,13,66
1985Q2,1985,RH,3,33,7,2.23,11,47
1985Q2,1985,Support,14,65,4,4.603333333333333,13,102
1985Q2,1985,Ventes,7,87,21,3.3266666666666667,23,74
1985Q3,1985,Achats,9,36,14,4.17,17,70
1985Q3,1985,Administration,4,41,11,1.49,17,92
1985Q3,1985,Finance,7,44,2,3.2133333333333334,8,74
1985Q3,1985,IT,11,98,19,4.37,27,94
1985Q3,1985,Juridique,2,39,6,0.89,13,77
1985Q3,1985,Marketing,9,37,0,4.116666666666666,6,74
1985Q3,1985,Opérations,12,75,20,3.9600000000000004,29,104
1985Q3,1985,R&D,4,65,13,2.103333333333333,20,68
1985Q3,1985,RH,2,50,9,1.4133333333333333,14,51
1985Q3,1985,Support,13,86,36,4.54,39,99
1985Q3,1985,Ventes,12,74,6,5.71,15,76
1985Q4,1985,Achats,3,56,2,1.4433333333333334,11,75
1985Q4,1985,Administration,5,58,6,1.8166666666666667,12,98
1985Q4,1985,Finance,3,38,7,1.38,10,76
1985Q4,1985,IT,8,102,7,2.8733333333333335,21,99
1985Q4,1985,Juridique,3,59,6,1.2666666666666666,11,82
1985Q4,1985,Marketing,10,25,5,4.873333333333334,9,66
1985Q4,1985,Opérations,13,105,7,4.34,22,105
1985Q4,1985,R&D,5,72,6,2.4766666666666666,18,71
1985Q4,1985,RH,5,52,7,3.2566666666666664,11,56
1985Q4,1985,Support,10,145,10,3.3666666666666667,26,112
1985Q4,1985,Ventes,9,67,5,4.183333333333334,13,74
1986Q1,1986,Achats,10,50,15,4.676666666666667,21,70
1986Q1,1986,Administration,3,43,7,1.0333333333333334,13,101
1986Q1,1986,Finance,6,60,15,2.6666666666666665,16,79
1986Q1,1986,IT,12,69,2,4.203333333333334,14,96
1986Q1,1986,Juridique,4,49,5,1.6266666666666667,11,83
1986Q1,1986,Marketing,10,43,13,5.390000000000001,16,62
1986Q1,1986,Opérations,12,55,0,3.9133333333333336,11,104
1986Q1,1986,R&D,10,75,12,4.96,23,68
1986Q1,1986,RH,6,37,0,3.7266666666666666,6,55
1986Q1,1986,Support,11,109,13,3.4033333333333338,23,117
1986Q1,1986,Ventes,8,58,4,3.8066666666666666,9,74
1986Q2,1986,Achats,4,86,15,1.9366666666666668,25,77
1986Q2,1986,Administration,10,54,6,3.466666666666667,14,96
1986Q2,1986,Finance,6,66,4,2.57,13,80
1986Q2,1986,IT,11,65,2,4.013333333333333,11,90
1986Q2,1986,Juridique,7,44,0,2.9599999999999995,6,81
1986Q2,1986,Marketing,8,62,1,4.426666666666667,9,62
1986Q2,1986,Opérations,7,56,11,2.3000000000000003,15,104
1986Q2,1986,R&D,3,108,6,1.39,17,77
1986Q2,1986,RH,4,27,3,2.486666666666667,6,54
1986Q2,1986,Support,14,115,1,4.233333333333333,14,113
1986Q2,1986,Ventes,10,44,0,4.823333333333333,5,68
1986Q3,1986,Achats,7,79,1,2.983333333333333,15,81
1986Q3,1986,Administration,5,66,12,1.7299999999999998,17,100
1986Q3,1986,Finance,4,36,2,1.6833333333333333,8,83
1986Q3,1986,IT,15,85,48,5.956666666666666,47,87
1986Q3,1986,Juridique,3,35,6,1.2566666666666666,8,82
1986Q3,1986,Marketing,7,39,6,3.983333333333333,10,60
1986Q3,1986,Opérations,22,71,13,7.7700000000000005,17,93
1986Q3,1986,R&D,11,66,14,5.056666666666667,24,73
1986Q3,1986,RH,7,32,4,4.576666666666667,7,50
1986Q3,1986,Support,15,60,4,4.6866666666666665,11,105
1986Q3,1986,Ventes,12,46,23,6.433333333333334,23,61
1986Q4,1986,Achats,5,59,6,2.1166666666666667,13,84
1986Q4,1986,Administration,7,61,1,2.3433333333333333,8,103
1986Q4,1986,Finance,4,28,6,1.6533333333333333,10,83
1986Q4,1986,IT,19,161,1,7.713333333333334,30,86
1986Q4,1986,Juridique,8,32,6,3.4066666666666667,9,79
1986Q4,1986,Marketing,9,30,1,5.373333333333332,6,56
1986Q4,1986,Opérations,11,55,3,4.13,12,90
1986Q4,1986,R&D,5,92,14,2.28,27,79
1986Q4,1986,RH,1,48,9,0.6466666666666666,11,54
1986Q4,1986,Support,10,45,7,3.3299999999999996,13,100
1986Q4,1986,Ventes,8,71,12,4.3999999999999995,21,67
1987Q1,1987,Achats,6,71,12,2.393333333333333,17,86
1987Q1,1987,Administration,8,34,4,2.69,8,99
1987Q1,1987,Finance,7,44,12,2.86,15,83
1987Q1,1987,IT,5,109,7,1.8533333333333333,23,95
1987Q1,1987,Juridique,3,38,6,1.26,10,81
1987Q1,1987,Marketing,5,28,5,3.0866666666666664,8,54
1987Q1,1987,Opérations,7,72,11,2.69,15,91
1987Q1,1987,R&D,3,97,4,1.2633333333333334,17,90
1987Q1,1987,RH,6,41,0,3.8466666666666662,7,52
1987Q1,1987,Support,12,88,20,4.166666666666667,25,96
1987Q1,1987,Ventes,11,107,22,5.656666666666666,22,77
1987Q2,1987,Achats,1,70,4,0.3933333333333333,13,93
1987Q2,1987,Administration,7,54,8,2.42,10,98
1987Q2,1987,Finance,3,63,1,1.19,10,86
1987Q2,1987,IT,17,74,4,6.406666666666666,17,88
1987Q2,1987,Juridique,7,48,6,2.97,10,80
1987Q2,1987,Marketing,8,31,2,5.283333333333333,6,50
1987Q2,1987,Opérations,10,109,22,3.763333333333333,24,94
1987Q2,1987,R&D,11,65,4,4.223333333333334,14,86
1987Q2,1987,RH,6,24,3,4.053333333333334,7,49
1987Q2,1987,Support,12,93,2,4.203333333333334,14,97
1987Q2,1987,Ventes,13,71,2,6.096666666666667,13,75
1987Q3,1987,Achats,8,56,10,2.9966666666666666,14,94
1987Q3,1987,Administration,5,28,6,1.7400000000000002,11,98
1987Q3,1987,Finance,3,33,5,1.1766666666666665,11,87
1987Q3,1987,IT,13,68,11,5.17,20,83
1987Q3,1987,Juridique,3,36,4,1.2566666666666666,9,82
1987Q3,1987,Marketing,7,30,8,4.983333333333333,11,46
1987Q3,1987,Opérations,7,82,6,2.5366666666666666,17,100
1987Q3,1987,R&D,14,43,2,5.78,10,78
1987Q3,1987,RH,3,31,5,2.1133333333333333,7,51
1987Q3,1987,Support,14,37,1,5.133333333333334,9,89
1987Q3,1987,Ventes,12,77,22,5.7299999999999995,25,73
1987Q4,1987,Achats,4,75,18,1.4266666666666667,24,98
1987Q4,1987,Administration,12,32,6,4.296666666666666,11,92
1987Q4,1987,Finance,5,34,2,1.9466666666666665,8,87
1987Q4,1987,IT,12,86,1,5.093333333333333,14,78
1987Q4,1987,Juridique,7,30,0,2.936666666666666,6,78
1987Q4,1987,Marketing,8,52,16,6.233333333333333,22,43
1987Q4,1987,Opérations,8,59,6,2.78,12,103
1987Q4,1987,R&D,6,52,9,2.65,14,77
1987Q4,1987,RH,5,25,9,3.4500000000000006,13,49
1987Q4,1987,Support,8,32,14,3.1199999999999997,19,85
1987Q4,1987,Ventes,11,193,36,5.456666666666667,39,84
1988Q1,1988,Achats,9,86,1,3.1133333333333333,14,100
1988Q1,1988,Administration,2,63,11,0.6966666666666667,12,100
1988Q1,1988,Finance,5,35,5,1.9366666666666668,8,87
1988Q1,1988,IT,11,58,5,4.97,13,73
1988Q1,1988,Juridique,7,34,8,3.0933333333333337,9,76
1988Q1,1988,Marketing,1,87,1,0.7566666666666667,14,51
1988Q1,1988,Opérations,17,37,15,6.006666666666667,22,91
1988Q1,1988,R&D,11,46,1,5.103333333333333,11,70
1988Q1,1988,RH,4,52,12,2.706666666666667,16,54
1988Q1,1988,Support,8,71,4,3.24,14,86
1988Q1,1988,Ventes,12,145,7,4.64,22,96
1988Q2,1988,Achats,3,68,5,0.9966666666666667,11,105
1988Q2,1988,Administration,10,78,16,3.4933333333333336,20,98
1988Q2,1988,Finance,6,34,1,2.36,6,84
1988Q2,1988,IT,10,54,6,4.82,12,70
1988Q2,1988,Juridique,2,44,3,0.89,8,78
1988Q2,1988,Marketing,12,75,13,8.563333333333334,20,46
1988Q2,1988,Opérations,13,99,4,5.016666666666667,14,90
1988Q2,1988,R&D,7,49,3,3.4466666666666668,10,67
1988Q2,1988,RH,3,69,9,1.7966666666666669,13,63
1988Q2,1988,Support,7,61,4,2.8333333333333335,12,85
1988Q2,1988,Ventes,11,70,2,4.046666666666667,14,95
1988Q3,1988,Achats,8,36,8,2.6266666666666665,14,102
1988Q3,1988,Administration,7,65,1,2.47,12,100
1988Q3,1988,Finance,8,35,11,3.31,12,81
1988Q3,1988,IT,8,41,8,4.023333333333333,15,67
1988Q3,1988,Juridique,6,29,3,2.64,5,78
1988Q3,1988,Marketing,6,66,2,4.4799999999999995,12,50
1988Q3,1988,Opérations,12,49,31,4.696666666666666,38,85
1988Q3,1988,R&D,8,36,3,4.239999999999999,9,63
1988Q3,1988,RH,3,42,9,1.5933333333333335,15,67
1988Q3,1988,Support,10,36,0,4.076666666666667,7,80
1988Q3,1988,Ventes,14,69,23,5.1433333333333335,22,96
1988Q4,1988,Achats,11,48,5,3.81,12,98
1988Q4,1988,Administration,5,51,4,1.6933333333333334,10,101
1988Q4,1988,Finance,6,38,9,2.5433333333333334,15,81
1988Q4,1988,IT,10,49,5,5.293333333333334,13,64
1988Q4,1988,Juridique,4,20,3,1.7299999999999998,5,77
1988Q4,1988,Marketing,11,46,12,8.023333333333333,18,45
1988Q4,1988,Opérations,8,132,5,3.1466666666666665,22,98
1988Q4,1988,R&D,4,34,6,2.1966666666666668,12,62
1988Q4,1988,RH,3,68,9,1.4433333333333334,14,74
1988Q4,1988,Support,7,31,4,3.03,8,76
1988Q4,1988,Ventes,12,75,0,4.319999999999999,10,96
1989Q1,1989,Achats,6,46,1,2.0966666666666667,9,96
1989Q1,1989,Administration,7,35,3,2.3633333333333333,8,99
1989Q1,1989,Finance,6,69,18,2.5366666666666666,24,84
1989Q1,1989,IT,7,47,5,3.76,12,63
1989Q1,1989,Juridique,7,11,2,3.1666666666666665,4,73
1989Q1,1989,Marketing,3,49,2,2.106666666666667,12,50
1989Q1,1989,Opérations,12,111,16,4.273333333333333,23,101
1989Q1,1989,R&D,5,57,9,2.783333333333333,15,63
1989Q1,1989,RH,6,62,5,2.7133333333333334,10,77
1989Q1,1989,Support,8,32,3,3.686666666666667,7,72
1989Q1,1989,Ventes,9,36,5,3.216666666666667,8,94
1989Q2,1989,Achats,10,34,4,3.64,7,92
1989Q2,1989,Administration,7,38,9,2.4266666666666663,11,98
1989Q2,1989,Finance,7,80,3,2.83,14,90
1989Q2,1989,IT,8,83,12,4.45,19,60
1989Q2,1989,Juridique,2,14,2,0.93,5,72
1989Q2,1989,Marketing,3,58,3,2.0766666666666667,9,53
1989Q2,1989,Opérations,8,86,5,2.606666666666667,15,106
1989Q2,1989,R&D,7,60,5,3.853333333333333,15,61
1989Q2,1989,RH,5,50,5,2.1733333333333333,10,77
1989Q2,1989,Support,7,27,2,3.4166666666666665,6,68
1989Q2,1989,Ventes,18,30,0,7.043333333333333,5,79
1989Q3,1989,Achats,6,27,7,2.2433333333333336,10,90
1989Q3,1989,Administration,9,40,7,3.146666666666667,13,94
1989Q3,1989,Finance,14,49,13,5.526666666666666,20,83
1989Q3,1989,IT,5,71,26,2.8699999999999997,34,66
1989Q3,1989,Juridique,4,28,8,1.8933333333333333,10,71
1989Q3,1989,Marketing,6,46,6,3.966666666666667,8,54
1989Q3,1989,Opérations,21,44,1,7.163333333333334,7,94
1989Q3,1989,R&D,4,48,3,2.2133333333333334,14,61
1989Q3,1989,RH,6,35,1,2.6833333333333336,6,76
1989Q3,1989,Support,13,40,31,7.016666666666667,32,60
1989Q3,1989,Ventes,9,21,3,4.010000000000001,6,72
1989Q4,1989,Achats,9,44,14,3.4866666666666664,18,87
1989Q4,1989,Administration,8,55,14,2.94,19,94
1989Q4,1989,Finance,6,59,4,2.4066666666666667,13,88
1989Q4,1989,IT,9,146,7,4.446666666666666,26,72
1989Q4,1989,Juridique,1,42,7,0.4666666666666666,11,76
1989Q4,1989,Marketing,5,37,6,3.186666666666667,8,55
1989Q4,1989,Opérations,16,157,81,5.986666666666667,61,105
1989Q4,1989,R&D,2,59,6,1.0833333333333333,12,67
1989Q4,1989,RH,6,23,2,2.75,5,73
1989Q4,1989,Support,10,119,3,5.586666666666667,19,66
1989Q4,1989,Ventes,13,54,22,6.5566666666666675,19,68
1990Q1,1990,Achats,3,58,0,1.1300000000000001,10,92
1990Q1,1990,Administration,6,72,3,2.15,12,98
1990Q1,1990,Finance,1,65,11,0.37666666666666665,16,95
1990Q1,1990,IT,16,84,0,7.989999999999999,16,66
1990Q1,1990,Juridique,6,40,3,2.72,9,75
1990Q1,1990,Marketing,10,41,6,6.59,8,51
1990Q1,1990,Opérations,13,226,4,4.343333333333334,30,127
1990Q1,1990,R&D,5,40,2,2.53,9,67
1990Q1,1990,RH,7,19,0,3.3533333333333335,4,67
1990Q1,1990,Support,7,63,0,3.623333333333333,9,69
1990Q1,1990,Ventes,12,129,40,6.3566666666666665,44,71
1990Q2,1990,Achats,5,41,4,1.8633333333333333,10,91
1990Q2,1990,Administration,6,47,5,2.0833333333333335,10,99
1990Q2,1990,Finance,10,62,3,3.6233333333333335,10,94
1990Q2,1990,IT,9,59,0,4.823333333333333,10,63
1990Q2,1990,Juridique,4,39,3,1.8333333333333333,8,75
1990Q2,1990,Marketing,7,23,1,4.8999999999999995,6,47
1990Q2,1990,Opérations,11,128,8,2.9533333333333336,21,133
1990Q2,1990,R&D,4,42,4,2.0533333333333332,9,67
1990Q2,1990,RH,4,15,3,2.04,6,64
1990Q2,1990,Support,11,50,30,5.663333333333334,31,66
1990Q2,1990,Ventes,16,165,6,7.79,26,79
1990Q3,1990,Achats,11,27,5,4.24,11,84
1990Q3,1990,Administration,8,32,1,2.78,7,95
1990Q3,1990,Finance,9,30,5,3.3066666666666666,10,90
1990Q3,1990,IT,7,45,12,3.83,15,63
1990Q3,1990,Juridique,5,19,0,2.256666666666667,5,73
1990Q3,1990,Marketing,5,17,10,3.723333333333333,14,44
1990Q3,1990,Opérations,15,56,14,3.8866666666666667,24,129
1990Q3,1990,R&D,7,47,10,3.6166666666666667,15,64
1990Q3,1990,RH,9,24,4,4.94,5,60
1990Q3,1990,Support,11,101,4,5.753333333333334,16,74
1990Q3,1990,Ventes,16,103,9,7.136666666666667,18,80
1990Q4,1990,Achats,4,48,14,1.6133333333333333,18,87
1990Q4,1990,Administration,6,26,3,2.16,8,91
1990Q4,1990,Finance,6,42,2,2.28,6,90
1990Q4,1990,IT,10,58,3,5.62,12,59
1990Q4,1990,Juridique,5,26,4,2.33,6,71
1990Q4,1990,Marketing,2,54,12,1.4799999999999998,19,49
1990Q4,1990,Opérations,19,118,24,5.23,26,132
1990Q4,1990,R&D,8,70,2,4.366666666666666,10,63
1990Q4,1990,RH,5,12,0,2.8833333333333333,3,57
1990Q4,1990,Support,4,66,1,1.7833333333333332,10,77
